API Error for pair (00f45fbf-39b2-444e-8e9a-9616a004b8d2, 832cadc2-fd9b-4b7c-ba9b-8646080f2159): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f19b87-c9ba-463e-b3b9-12373bdc4224, 7519401c-f1fb-401f-8932-d64b0dd8136f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f19b87-c9ba-463e-b3b9-12373bdc4224, dd5dd8a7-2b99-4877-9772-121e9093850e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f19b87-c9ba-463e-b3b9-12373bdc4224, bae0f072-d573-49d6-90d3-34d5ae0d5af4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f19b87-c9ba-463e-b3b9-12373bdc4224, a097238b-6873-4d7e-abd8-5ebf6f6a0dd4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f19b87-c9ba-463e-b3b9-12373bdc4224, deedd663-aa6e-4ae5-9632-c824792abf77): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 02e7485b-b68d-45b6-936e-41f7f9850f5e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 0bc11641-7cc5-434c-ab87-31f10f44cfa6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 113208a2-be41-4540-9eed-8609b852ddb9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 0fae91e2-6a1e-46a7-bab9-488dcdf19e85): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 320d2824-6697-48de-a45d-1369b5b28f75): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 2e8e7373-a28a-4406-8495-131f65ee8db3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, a0241da9-3707-4497-b098-a6bbece07997): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 22bd1408-3da0-4c6f-a4b7-e9fc9d4b6fa0): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 0d10f143-b19d-4a8a-a3ca-36d175f2b44c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 20267e27-2de1-4ec2-b261-8ac51024b374): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 96d28f92-a98a-49b6-a6d1-d14ec4263bcd): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, bc99ffeb-d1a9-40b2-a359-f13b13d83583): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, f6709986-e76e-4cab-a05e-694e7f3d77f3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 68102761-d71b-4532-b559-48d139d4fd15): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 3ecbb972-3fca-4d82-9555-f0ef0ed4d29c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, 4e36228c-e661-4c26-b5fd-d91cf84847ce): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, e0372576-0a40-4711-920d-e92dfd92f7b9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 3f3c6d5c-b530-4afd-bf70-52c9df2fddb4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (01f2a877-d911-44eb-a229-c2ce90006f75, ae223df5-c846-43fe-b6bc-b92e14c46b9f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 369e6461-a131-4ca0-a0a7-659603b2f891): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, ffe5c018-c9fc-46c4-a171-af6017bd46ae): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 52612cee-5a77-4f2a-b7dc-aacceaa4fc48): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 47109914-b77a-473d-b70f-f88837d056a0): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, a3ab5cc9-9d49-48f2-bb58-a3bc74576e03): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, f82079b2-47d8-42c4-a622-e936e4d36a73): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, 57a3cda3-e550-4e9b-9e2b-689149598a17): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, 568b2a0f-c4ae-447d-8c4a-263c8ec952e5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, 294bbdbb-517d-44ff-9ac0-6a5e0151a71a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 832cadc2-fd9b-4b7c-ba9b-8646080f2159): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, 76bd189e-5e35-4a09-bc7b-1341b5f93c5b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, a22d94b0-a3a6-41d0-a952-086da2844118): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, 5b49ac80-bc77-46d2-a30c-75aae6b9a573): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, b04d937c-90d1-47d1-ab01-d1bca900224d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, 97e37e40-b908-494c-8e42-5e0975f03af9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, ce11fa61-1e84-4433-9366-961c60216049): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, c16b68bf-15fb-42f2-adcc-e1c910cf477a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (028dbee0-fdf2-4fb4-adde-35e634afb96a, f909d9ff-d30c-4db4-ae8c-f144e433222f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, 6609f701-3285-4959-8eeb-6502b0a6370c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, 0d989be0-e940-4ce7-afb6-bc436df2a554): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (0241ae6a-d52b-4b30-b5f0-0877f244e52e, 75bbe807-d50b-4f69-9598-b852ade0711c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, 8993b1a3-18c7-4591-9e2b-4eeb7efdbcff): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, b5e1b13b-9de4-4c31-bbf2-3ee2649ec81c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, e9857983-1e41-4d59-a588-38488d1bbdb3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, c04f8f4c-c357-41e5-9304-60d0e2d4f5c0): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, b876bd89-98a5-42d8-a6d0-3cee567caa02): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, d8588406-1b3a-4ae6-a0ea-4ad9225809f7): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, b758833e-d8d7-41ef-87c5-14cbfe6f6b82): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, 991c9a97-8ae1-463f-878b-88fa9f729582): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, ab5836da-b992-4c3a-a939-3dcf0058a24e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, 2c3329cc-ad7d-4a09-a566-1a835c1ec038): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, cd215b70-6b01-4ef8-aa53-0dcdb0b8959f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, f8c596fc-96c2-4213-a4f3-9902d89bbe26): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, c77e1a0d-8d63-4d85-970d-145931c1cef8): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, 99637b96-e44b-4cd3-a0ea-d4aca7281072): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, 29de8c5f-8f99-4fcd-91b5-5a56f5351183): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, 934614cc-849d-4a5e-bf34-7db727f5e8e5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, cbc779d8-61d3-47a6-9276-6612e4aded37): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, a097238b-6873-4d7e-abd8-5ebf6f6a0dd4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02954d84-24aa-48b5-b09c-2c23a8ba3632, 7382e849-18c5-4be0-9c3f-3d12710191de): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (029351a2-8138-432b-ac3d-a89128ae905e, edd2a563-28d4-46a5-bd77-9d6a4a6fc960): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, 1355a27a-3b0e-4dd5-9895-f3a8008fbc0b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, 32c577f3-8de8-4ee8-9936-d46b9a82e8d2): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, 1d6d9fa1-55e3-47dc-9b63-0c5fabec29a9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, 5ddc9f8e-f200-48a6-8901-40e7a15472f7): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, b0483b0e-88b9-49fb-b0e8-66ba92bf7904): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, abdad995-a563-41d6-af57-9fd9087243a9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, 9c8ba522-8244-4aae-959a-d516c3f0ff48): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, e574d0d5-4221-4732-9651-d4fb22a8520d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, ae3e78b6-e5ba-4a93-8d8d-f6e6540d9efb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02a189bd-3dce-40b7-8788-b97303c9cf0c, b64bf03e-2d33-4829-b2ed-19402b80da05): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (02e7485b-b68d-45b6-936e-41f7f9850f5e, 79532139-0176-4979-b9ef-2abcaa5df5fc): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
